acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
17.0,-249.0,-18.0,60.0,15.0,-11.0,55.0,-1026.0,-47.0
17.0,-249.0,-21.0,59.0,17.0,-12.0,56.0,-1027.0,-47.0
14.0,-249.0,-20.0,58.0,18.0,-9.0,54.0,-1027.0,-56.0
16.0,-247.0,-20.0,56.0,17.0,-11.0,54.0,-1031.0,-53.0
17.0,-253.0,-22.0,55.0,17.0,-11.0,56.0,-1029.0,-55.0
11.0,-246.0,-19.0,54.0,18.0,-10.0,50.0,-1024.0,-43.0
18.0,-249.0,-18.0,51.0,18.0,-10.0,54.0,-1025.0,-51.0
17.0,-251.0,-18.0,52.0,19.0,-10.0,55.0,-1029.0,-55.0
16.0,-253.0,-20.0,49.0,19.0,-10.0,54.0,-1031.0,-53.0
19.0,-251.0,-21.0,48.0,19.0,-10.0,54.0,-1028.0,-57.0
18.0,-249.0,-21.0,47.0,19.0,-11.0,55.0,-1030.0,-51.0
15.0,-249.0,-17.0,47.0,20.0,-9.0,57.0,-1028.0,-61.0
16.0,-249.0,-20.0,46.0,22.0,-11.0,55.0,-1024.0,-48.0
17.0,-250.0,-22.0,44.0,22.0,-8.0,58.0,-1029.0,-53.0
12.0,-250.0,-18.0,43.0,21.0,-10.0,53.0,-1030.0,-49.0
16.0,-250.0,-19.0,42.0,20.0,-8.0,57.0,-1031.0,-50.0
16.0,-253.0,-15.0,43.0,19.0,-8.0,54.0,-1031.0,-44.0
15.0,-253.0,-19.0,43.0,18.0,-9.0,48.0,-1033.0,-47.0
14.0,-255.0,-18.0,42.0,19.0,-8.0,51.0,-1035.0,-48.0
14.0,-255.0,-16.0,43.0,18.0,-7.0,45.0,-1032.0,-41.0
12.0,-251.0,-19.0,44.0,17.0,-10.0,56.0,-1030.0,-41.0
15.0,-251.0,-21.0,44.0,19.0,-10.0,51.0,-1032.0,-42.0
15.0,-253.0,-17.0,44.0,22.0,-10.0,47.0,-1034.0,-46.0
16.0,-255.0,-18.0,43.0,23.0,-13.0,48.0,-1034.0,-41.0
14.0,-251.0,-19.0,43.0,25.0,-12.0,46.0,-1036.0,-42.0
15.0,-254.0,-19.0,42.0,28.0,-11.0,49.0,-1031.0,-42.0
15.0,-250.0,-19.0,40.0,30.0,-11.0,43.0,-1034.0,-39.0
15.0,-252.0,-19.0,39.0,31.0,-11.0,47.0,-1035.0,-46.0
16.0,-254.0,-19.0,37.0,35.0,-10.0,50.0,-1036.0,-43.0
18.0,-254.0,-19.0,37.0,37.0,-8.0,55.0,-1038.0,-41.0
17.0,-257.0,-17.0,38.0,40.0,-7.0,57.0,-1046.0,-46.0
16.0,-257.0,-22.0,39.0,41.0,-7.0,52.0,-1047.0,-41.0
14.0,-254.0,-18.0,40.0,42.0,-5.0,52.0,-1039.0,-51.0
13.0,-250.0,-20.0,40.0,41.0,-5.0,56.0,-1040.0,-46.0
14.0,-256.0,-19.0,41.0,40.0,-4.0,51.0,-1042.0,-48.0
14.0,-254.0,-17.0,41.0,37.0,-3.0,50.0,-1040.0,-46.0
12.0,-254.0,-15.0,40.0,34.0,-1.0,46.0,-1040.0,-43.0
