acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
7.0,-252.0,6.0,55.0,11.0,-3.0,23.0,-1033.0,48.0
8.0,-251.0,3.0,54.0,10.0,-3.0,25.0,-1031.0,46.0
3.0,-250.0,5.0,53.0,10.0,-5.0,21.0,-1032.0,47.0
6.0,-250.0,8.0,52.0,10.0,-5.0,22.0,-1034.0,50.0
4.0,-253.0,10.0,50.0,10.0,-6.0,21.0,-1032.0,49.0
5.0,-251.0,5.0,50.0,10.0,-7.0,18.0,-1031.0,54.0
5.0,-251.0,3.0,51.0,10.0,-7.0,18.0,-1031.0,49.0
6.0,-253.0,2.0,51.0,10.0,-9.0,16.0,-1034.0,53.0
5.0,-252.0,6.0,50.0,13.0,-8.0,14.0,-1031.0,49.0
5.0,-253.0,3.0,50.0,14.0,-7.0,12.0,-1036.0,49.0
7.0,-252.0,5.0,50.0,14.0,-8.0,14.0,-1036.0,49.0
7.0,-253.0,1.0,52.0,15.0,-6.0,17.0,-1033.0,49.0
5.0,-254.0,2.0,52.0,15.0,-6.0,17.0,-1041.0,45.0
6.0,-256.0,5.0,53.0,17.0,-7.0,19.0,-1037.0,43.0
7.0,-258.0,7.0,53.0,15.0,-6.0,18.0,-1036.0,47.0
8.0,-252.0,3.0,55.0,13.0,-7.0,17.0,-1037.0,50.0
8.0,-255.0,6.0,57.0,12.0,-7.0,23.0,-1037.0,47.0
5.0,-253.0,7.0,57.0,13.0,-8.0,16.0,-1036.0,47.0
6.0,-249.0,6.0,58.0,11.0,-9.0,17.0,-1030.0,40.0
8.0,-253.0,2.0,58.0,11.0,-9.0,18.0,-1038.0,45.0
6.0,-254.0,4.0,57.0,11.0,-8.0,19.0,-1031.0,48.0
6.0,-249.0,5.0,56.0,11.0,-9.0,20.0,-1033.0,45.0
9.0,-252.0,8.0,55.0,12.0,-9.0,17.0,-1033.0,45.0
9.0,-255.0,3.0,54.0,15.0,-9.0,18.0,-1031.0,47.0
5.0,-255.0,5.0,52.0,16.0,-8.0,18.0,-1027.0,41.0
7.0,-251.0,5.0,51.0,17.0,-8.0,23.0,-1033.0,53.0
7.0,-250.0,4.0,48.0,17.0,-8.0,17.0,-1034.0,46.0
6.0,-251.0,5.0,49.0,18.0,-9.0,20.0,-1035.0,50.0
8.0,-250.0,4.0,49.0,17.0,-8.0,17.0,-1035.0,55.0
5.0,-251.0,5.0,49.0,17.0,-10.0,18.0,-1038.0,49.0
6.0,-255.0,6.0,50.0,17.0,-11.0,19.0,-1034.0,48.0
6.0,-251.0,4.0,52.0,16.0,-9.0,15.0,-1034.0,48.0
6.0,-249.0,6.0,53.0,17.0,-8.0,17.0,-1036.0,51.0
4.0,-250.0,3.0,54.0,17.0,-9.0,18.0,-1036.0,50.0
7.0,-254.0,5.0,55.0,17.0,-7.0,23.0,-1034.0,51.0
10.0,-251.0,5.0,55.0,16.0,-7.0,22.0,-1038.0,53.0
5.0,-245.0,10.0,56.0,16.0,-7.0,21.0,-1034.0,48.0
8.0,-249.0,7.0,55.0,17.0,-7.0,20.0,-1029.0,48.0
10.0,-252.0,4.0,55.0,17.0,-7.0,23.0,-1033.0,48.0
7.0,-253.0,3.0,58.0,18.0,-8.0,22.0,-1038.0,51.0
7.0,-253.0,4.0,61.0,17.0,-7.0,22.0,-1038.0,48.0
9.0,-255.0,6.0,64.0,17.0,-7.0,18.0,-1035.0,51.0
5.0,-248.0,9.0,64.0,18.0,-9.0,18.0,-1034.0,53.0
10.0,-254.0,8.0,65.0,20.0,-7.0,18.0,-1032.0,46.0
7.0,-253.0,6.0,65.0,20.0,-7.0,18.0,-1035.0,53.0
7.0,-253.0,8.0,63.0,21.0,-7.0,21.0,-1029.0,52.0
5.0,-250.0,8.0,63.0,21.0,-7.0,24.0,-1032.0,48.0
5.0,-251.0,9.0,63.0,21.0,-6.0,17.0,-1028.0,49.0
10.0,-253.0,7.0,62.0,19.0,-9.0,18.0,-1033.0,55.0
